1,1,5.000000
1,2,5.000000
1,3,5.000000
1,4,5.000000
1,5,5.000000
1,6,5.000000
1,7,5.000000
1,8,5.000000
1,9,5.000000
1,10,5.000000
1,11,5.000000
1,12,5.000000
1,13,5.000000
1,14,5.000000
1,15,5.000000
1,16,5.000000
1,17,5.000000
1,18,5.000000
1,19,5.000000
1,20,5.000000
1,21,5.000000
1,22,5.000000
1,23,5.000000
1,24,5.000000
1,25,5.000000
1,26,5.000000
1,27,5.000000
1,28,5.000000
1,29,5.000000
1,30,5.000000
1,31,5.000000
1,32,5.000000
2,1,4.000000
2,2,4.000000
2,3,4.000000
2,4,4.000000
2,5,4.000000
2,6,4.000000
2,7,4.000000
2,8,4.000000
2,9,4.000000
2,10,4.000000
2,11,4.000000
2,12,4.000000
2,13,4.000000
2,14,4.000000
2,15,4.000000
2,16,4.000000
2,17,4.000000
2,18,4.000000
2,19,4.000000
2,20,4.000000
2,21,4.000000
2,22,4.000000
2,23,4.000000
2,24,4.000000
2,25,4.000000
2,26,4.000000
2,27,4.000000
2,28,4.000000
2,29,4.000000
2,30,4.000000
2,31,4.000000
2,32,4.000000
3,1,4.000000
3,2,4.000000
3,3,4.000000
3,4,4.000000
3,5,4.000000
3,6,4.000000
3,7,4.000000
3,8,4.000000
3,9,4.000000
3,10,4.000000
3,11,4.000000
3,12,4.000000
3,13,4.000000
3,14,4.000000
3,15,4.000000
3,16,4.000000
3,17,4.000000
3,18,4.000000
3,19,4.000000
3,20,4.000000
3,21,4.000000
3,22,4.000000
3,23,4.000000
3,24,4.000000
3,25,4.000000
3,26,4.000000
3,27,4.000000
3,28,4.000000
3,29,4.000000
3,30,4.000000
3,31,4.000000
3,32,4.000000
4,1,4.000000
4,2,4.000000
4,3,4.000000
4,4,4.000000
4,5,4.000000
4,6,4.000000
4,7,4.000000
4,8,4.000000
4,9,4.000000
4,10,4.000000
4,11,4.000000
4,12,4.000000
4,13,4.000000
4,14,4.000000
4,15,4.000000
4,16,4.000000
4,17,4.000000
4,18,4.000000
4,19,4.000000
4,20,4.000000
4,21,4.000000
4,22,4.000000
4,23,4.000000
4,24,4.000000
4,25,4.000000
4,26,4.000000
4,27,4.000000
4,28,4.000000
4,29,4.000000
4,30,4.000000
4,31,4.000000
4,32,4.000000
